regulatoryGene	targetGene	weight
ARNT2	ACAP1	0.00574656742217507
ATF6B	APRT	0.0057414148261142
ATF6B	B4GALT7	0.00574000144282143
ATF3	B3GNT7	0.00573760270594808
AR	APIP	0.00573617789993723
ARNT2	ABLIM1	0.00572904018783786
AR	ATP6V1F	0.00572125793860714
ATF6B	ANKRD29	0.00571172783278386
ATF6B	ARIH1	0.00569851518763483
ATF6B	AP1M2	0.00569153403298122
ARID3B	APEH	0.00568952569200094
ARID3B	ACOT7	0.00568613426803766
ARID2	A2ML1-AS1	0.00568214701229585
ATF2	APOO	0.00568176521603183
BBX	AC093627.9	0.00567755599724951
ATF3	ATG14	0.00567413001920806
AR	ARV1	0.00567313711110702
ATF3	ANO6	0.00567072201622253
BACH1	AGA	0.005669539309038
ATF2	BAZ2A	0.00566690425524508
ATF2	ANXA6	0.00566500867208858
BACH1	ARHGEF4	0.00566367571458485
ATF6	APTX	0.00566329953676241
BACH1	APC	0.00566257926340681
ARID2	AHCTF1	0.00565183284992372
AR	ASAP1	0.00565118893370906
AR	ACOT9	0.0056487951846895
AR	B3GALNT2	0.00563849703867757
ATF6B	AC012358.8	0.00563660707962933
ATF3	APBB3	0.00563090910580263
AR	ATP8A2	0.00562561298429925
AR	ABHD3	0.00562519504117784
BACH1	APTR	0.00562040074049847
ATF6B	AHSA1	0.00561353746637796
ATF3	ATG2B	0.0056046513306823
ARID2	ACYP1	0.00559161186615997
BACH1	AZIN1	0.0055841042566834
ATF3	ATG4B	0.0055786421227931
ARNT2	ATF7IP	0.0055729566501941
ATF6B	ATPIF1	0.0055713776937902
ATF2	ACD	0.0055669419529324
ARID3B	ARHGAP1	0.00556380909997663
ARID3B	ATP2C1	0.00556304374115758
ATF3	ABI2	0.00556213357271876
ARID3A	AMBRA1	0.00554665454492157
ATF2	AATF	0.00554181083377321
ATF2	ANKRD16	0.00553402569839808
ATF1	API5	0.0055307745920482
ATF1	AADAT	0.00553050430488817
ARID3A	AC007969.5	0.00552610388405946
ATF1	ABT1	0.0055255730535239
AR	ANXA6	0.00552410442843436
ARNT2	AMMECR1	0.00552001444902637
ARNT2	ARL3	0.00551746346676326
ARID3B	ATAD5	0.0055160500417156
ATF6	AKAP11	0.00551556117056876
ATF1	ARMCX4	0.00551174319076041
ATF1	AKR7A2	0.00550563458085244
BBX	AR	0.00549416161769134
ARID3A	ACADM	0.00548977334286702
BBX	BAX	0.00548505361742462
ATF6B	AP1G1	0.00548337722640261
ARID3A	ANKRD36	0.00547977235036011
ATF3	ATXN2	0.00547604003479002
ARID3B	AATF	0.00547318949964389
ATF2	AP000688.29	0.0054712696574265
ARID2	ATXN2L	0.00546630285944816
ARID2	AP000688.29	0.005461039792174
ATF3	ABCC1	0.00545908572039515
ARID3A	AMT	0.00545876197721383
ARID2	AARS2	0.00545763114143316
ARID3A	ALKBH2	0.00545602229915967
ARID3B	ATP6V1G1	0.00545342600816582
ATF2	ACTR1A	0.00544067966152121
ARID3B	ARHGEF9	0.00543553230707197
AR	ARVCF	0.00542423199498324
AR	AK3	0.00542123187077127
AR	ATF2	0.0054181920419044
ATF6	ARL6	0.0054141512593875
AR	AHI1	0.00541257324937139
ATF2	ARMC8	0.00541119551086675
ARNT2	ACAT2	0.00540966543771734
ATF2	AKR1B1	0.00540561981910437
ATF2	AACS	0.00539574097777576
BACH1	AACS	0.00539218191155873
BBX	ATXN3	0.0053839488958653
ARID2	ARFGAP3	0.00538085334214563
ARID3A	ATG7	0.0053773354858882
ARID3A	ATG10	0.00537636899400098
ATF3	ATP11A	0.00536912195080778
ATF6B	ANKRD36C	0.00536813095855601
ARID3A	ANKRD23	0.0053673096375809
ATF3	ACVR2A	0.00536085571360439
ARID3A	ASTN2	0.00535906935921106
BACH1	AP1B1	0.00535744036236448
AR	ANKRD6	0.00535631802960581
ATF6B	ADAM12	0.00535331119186497
BBX	AMDHD2	0.00534848909158663
ATF1	BCAM	0.00534784830307249
ATF6B	ATP6V1E1	0.00534498483410493
ARID3A	AGO1	0.00534348293669462
ATF6B	AP2A1	0.00533974392133824
ATF6	ATP6V0A1	0.00533945202828943
ATF3	ATP6V1C1	0.0053350930910084
AR	AFF4	0.0053321063102243
ATF2	AGK	0.00533096663232577
ARID3B	BAG4	0.00531461625156884
ATF6B	AGO3	0.00531358458620898
ATF6B	ADAMTS1	0.00530198456120399
ATF2	AGTPBP1	0.00529896014744129
ARID2	ACVR2A	0.00529395443683748
ARID2	AACS	0.00529177872523299
BACH1	ATG16L1	0.00528934642502401
ARID3A	ALG14	0.00528318464066545
ARID3A	AP000304.12	0.00528089524322753
ARID3B	BAZ2A	0.00527880004859315
ARID3B	ABHD3	0.00527801737025909
ATF6B	ATG2A	0.00527633543715804
ATF3	BCAS3	0.00526810708309774
AR	ABCC1	0.00526678549095983
ARNT2	APBB3	0.00524544503706547
ATF1	ATP6V1C2	0.00524229515442661
ATF2	ARHGAP32	0.0052386538947345
ATF1	ATP6V0A1	0.00523687207806492
ARID2	AC004076.9	0.00522963755689308
ARID2	ACACB	0.00522288662748475
ATF6B	ARID1A	0.00522100186155081
ARID3B	ATP5G1	0.00521384718558373
ATF2	ANTXR1	0.00521110096301126
ARID3B	ACYP2	0.00521016604501164
ATF6	ANKMY2	0.00520761065722184
ATF6B	AC007405.6	0.00520612513569504
ARID2	ANKRD42	0.00520537347282514
ATF6B	ABLIM1	0.00519973153370662
ATF3	ABL2	0.00519664844754106
ARID3A	ALDH1B1	0.0051955401627018
ATF2	B4GALT6	0.00519021051141175
AR	AGBL5	0.00518791402689435
ATF1	ATP6V1E1	0.00518625910040137
ARNT2	ATPIF1	0.00518611848772347
ARID3A	BAP1	0.00518320214683029
ATF2	ACVR2A	0.0051787880872405
ATF2	ATG9A	0.00517691275456137
ARID3A	AP2A1	0.00517150807855885
ATF6	ARFIP1	0.00517119206208678
ARID3A	ANKRD36C	0.00516773044725742
ATF2	ABLIM1	0.00516709753148631
ATF2	ATP11A	0.00515584247816497
BBX	ADGRL1	0.00515094968376819
BACH1	AKAP13	0.00515077697838001
ATF2	AC012146.7	0.00514894937550952
AR	AP4S1	0.0051439737904642
ATF3	ANKMY1	0.00514265630949898
ARID3A	ADGRL3	0.00514260489780664
AR	BAZ2A	0.0051420761460231
ARID3B	AC007566.10	0.00513096614423761
BACH1	ASAP2	0.00512867292386152
BACH1	ARL10	0.00511889033768447
ARID2	ABLIM1	0.00511408465639886
ARID3A	AC007405.6	0.00511139620394517
ARNT2	ATP6V1C1	0.00509424505031627
ARNT2	ANKRD37	0.00509377675666193
BACH1	B3GLCT	0.00509195133105884
ARID3B	ATG3	0.00508662161478735
ATF1	APC	0.00508496599610897
ARID3A	ANKS1A	0.00508277479412759
ARID3B	ALDH2	0.00508070824628247
ARID3A	ACTR6	0.00507999293556008
AR	APOE	0.00507697436640716
ARNT2	ARL1	0.00506884438429784
AR	ADRM1	0.00506652365000934
ARID2	AMBRA1	0.00506411283188734
ARID2	ACTL6A	0.00506317585956846
ARNT2	AKAP8	0.00505519706586772
ATF6B	ADD3	0.00505347311601681
ARID3A	B3GALT6	0.00505250285450832
BBX	AMBP	0.00504910108548891
BBX	ASNSD1	0.00504895913781306
BACH1	ALKBH3	0.00504870239065554
AR	APBB1	0.00504211788674363
ATF6B	ATG2B	0.00503488748207703
BBX	ATG16L2	0.00502899013144096
ATF2	ARFGEF2	0.0050280378427517
BACH1	BBS7	0.00502353398866369
ATF2	ACOT7	0.00501974299063757
ARID3B	AQR	0.00501450734479618
ATF6B	ACOXL	0.00501308831729112
ARID3B	ALAD	0.00501270127319231
ARID3B	ARMC10	0.00501208008773469
ATF6	ASTN1	0.00501118016983495
ARID3B	AFTPH	0.00501023355312421
ATF3	ADD1	0.00501019665446391
ARID3B	ASTN2	0.00500441699349677
AR	AC005042.4	0.00499122517679826
ATF2	ADGRB1	0.00499114107398697
BACH1	AC004076.9	0.00498912303655365
ATF1	AGO3	0.00498843540751654
ATF1	ACSL4	0.00498639860161172
ARID2	ASTN2	0.00497982769075931
ARNT2	ABCC5	0.00497914715360426
AR	ATXN2L	0.00497652571273901
BBX	ATP6V0A1	0.00497590941172411
AR	ACVR2A	0.00496689292948274
ARNT2	AC005609.16	0.00496365093248018
ATF6B	ANK2	0.00496054118680774
ATF3	AGPS	0.00495959787012471
ARNT2	ARFGEF1	0.0049571766062807
ATF3	ATG10	0.0049479940516005
BACH1	AKAP10	0.00494147568702349
BACH1	ARHGEF12	0.00493954595750096
ATF6	ALKBH2	0.00493861829835002
ATF1	AEBP2	0.00493541893213793
ARID2	ABR	0.00493293875481889
BACH1	ATG2B	0.00493243984077722
ATF6B	AP1B1	0.00493040561678638
BBX	ACYP2	0.00492977916038289
BACH1	AC012358.8	0.0049290342120788
ARID2	BCAM	0.00492760296677079
ARID3A	BBS2	0.00492271463032345
ARNT2	ABCC10	0.00492096525249759
ARID3A	ARL6	0.00491634732412782
ARID2	ABHD3	0.00491582479242625
ATF6B	ANKRD28	0.00490854001793564
ATF1	AC093375.1	0.0049085068041541
ATF2	ADGRL3	0.00490496427012613
ARNT2	ABCC1	0.00489646844723739
ARNT2	BCKDHB	0.00489207725611237
ATF3	AMBP	0.00488429686485438
AR	AP001347.6	0.0048746516264008
ATF6B	AGPAT5	0.00486978023442469
ATF6B	ARID4B	0.0048663714548698
ATF6	ANKRD23	0.00486141450264506
ARID2	APBB2	0.00485443993459199
ATF2	ARHGAP1	0.00485122067922075
ARNT2	ABCD4	0.00484631368220935
ARID3A	AC009403.2	0.00484054964312229
ARID3A	ARHGAP11A	0.00483966819351508
ATF3	ACO1	0.00483467163272251
ATF3	ADAL	0.00483372215956812
ATF1	AHNAK	0.0048286971045526
ARNT2	AQR	0.0048282665123298
AR	AGK	0.00482244133102469
ARNT2	AGBL5	0.00481711067319213
BACH1	AKAP11	0.0048127248065436
BACH1	ANKS1B	0.00481120633476714
ATF1	ABTB2	0.00480652635410901
AR	ATP13A3	0.00480330266014691
ATF6	AFMID	0.00479948994625087
ATF2	ATP6V1H	0.00479921359903048
BBX	AC068282.3	0.00479780524340254
ATF6B	AC093375.1	0.00479648608778089
ATF6	AP2A2	0.00479201436982731
ATF3	BAG2	0.00478820346277576
ATF6	AP1M1	0.00478810838235149
AR	ATG12	0.00478663956710881
ARNT2	ALKBH7	0.00478506861561161
ATF3	AKIRIN2	0.0047826436932655
AR	ARL5B	0.00478016927003176
ARID3B	ACSL4	0.00477881727196928
AR	ASB13	0.00477542844450119
ARID3B	ACOT13	0.00477484254064024
ARNT2	ANKMY1	0.00477257961517438
ARID2	AZIN1	0.00477174302215782
ATF2	ACOT13	0.00477132259711827
BBX	AGBL3	0.00477117826087853
ATF1	ACYP2	0.00476984945323017
ARNT2	AMBP	0.00476649697861367
ATF6B	ASCC1	0.0047576043495045
ARNT2	ATP6V1E1	0.00475671479636111
BACH1	ACOXL	0.00475486356933737
ARID3B	ALG6	0.00475363761826631
ATF2	AC116614.1	0.00474490654374894
ATF3	APBB1	0.00474036503289094
ATF2	AC009120.6	0.00473280047038859
AR	AGPS	0.00473022145266102
BBX	ATP8B2	0.00472843563058763
ARID3B	AP000304.12	0.00472700252706583
ATF3	ANKRD35	0.00472552802038145
BACH1	ATG2A	0.00472283247557721
AR	ALDH2	0.00471960023312492
ARID2	AP2A2	0.00471235702302552
ATF3	ANAPC13	0.0047074302324069
BACH1	AP2A1	0.00470691131141475
ARID2	APOC1	0.00470666701526122
ATF3	ABCB7	0.00470621312140802
ATF3	ATG12	0.00470362889696025
AR	ARL4A	0.00470318287324999
ARNT2	ANKS6	0.0046996860572403
BACH1	AC007405.6	0.0046958389714467
ARID2	ACTC1	0.00468638955944901
ATF3	ADGRL1	0.0046742893401355
ARID3A	ARL15	0.00466839003406587
ARID3B	ARL17B	0.00466686316501914
ATF6B	ACTC1	0.00466338045506198
ATF1	AP1G1	0.00466275730113768
ARNT2	ARMC6	0.00466255277278315
ARID3A	AACS	0.00465719348149673
ATF3	ACTR1B	0.00465591314335132
ATF2	ATL3	0.00465440446594577
BACH1	AC005682.5	0.00465415606586104
ARID3B	ATG9A	0.00465157254011692
ARID3B	ANTXR1	0.00465153784319672
ATF1	AP1M1	0.00465142553170086
ATF6B	AC004076.9	0.00464459417400379
AR	ATE1	0.00464450395065623
BACH1	ANKRD36C	0.00463998443427357
ARNT2	ATRAID	0.00463956604678774
ATF3	ARFRP1	0.00463694291597152
ATF1	AGAP3	0.00463652215011533
ATF1	ASCC1	0.00462198824429837
ARID3A	ATXN3	0.00462067689136339
BBX	ARF6	0.00461527393845144
AR	ATRAID	0.00461377696042135
ARID3A	BAG5	0.00460960399982799
BACH1	AGO3	0.00460934744980791
ATF6B	ANK3	0.00460931371946222
ATF1	ATXN3	0.00460807503354905
ARID3A	ABCE1	0.00459866058023338
ARID2	ACBD3	0.00459801678803456
ARID3B	ANKRD18B	0.00459684350420414
AR	AASDHPPT	0.00459683084828991
ARID3A	AMDHD2	0.00459451247515525
ATF1	ASPSCR1	0.00458919259220128
AR	B4GALT6	0.00458796975705689
ARNT2	ATXN7L3	0.00458729488920175
ATF2	ARL5B	0.00458550699004541
ATF2	ALAD	0.00458354290589245
ARNT2	ANO6	0.00457983031733758
ATF1	APBA2	0.00457895061428313
BACH1	AP1G1	0.00457794618806365
ATF6B	ABHD13	0.00457676296538095
ATF3	AC093838.4	0.00456977458734307
ARID3A	ANKS1B	0.00455990161196719
ATF1	AGAP1	0.00455877548201955
ATF2	AP4M1	0.00455852163586745
ARID2	ATXN7L2	0.00455765719997144
ATF1	AR	0.00455563632945258
ATF3	ACAP1	0.00455234628383904
ATF2	AKAP13	0.00455162070110911
ATF6B	AIP	0.00454490674710069
ARID2	ATP5SL	0.0045402715946259
ARNT2	ATP1A1	0.00454011240916607
ARID2	B3GAT2	0.00453364701490212
BACH1	BAP1	0.00453338829611913
BACH1	ADGRB1	0.00452973552338146
ATF6	ACVR1	0.00452350460305132
ARNT2	ALMS1	0.00451893266015922
ARNT2	ARL17B	0.00451631799271475
ARID3A	ARHGEF4	0.0045162294380407
ATF6B	ANAPC16	0.00451550580103217
ATF3	AAR2	0.00451069250346167
ATF3	ANKZF1	0.00450735909107583
ARID3A	ASCC1	0.00450471503846705
BBX	ATP1A1-AS1	0.00450123293264406
ATF3	BBIP1	0.00450060220505243
AR	AIM1	0.00449511222345992
ATF3	BACH1	0.00449375147134143
ARNT2	AGTRAP	0.00449024356806106
ATF6B	AC004453.8	0.00448630932190084
BBX	ARHGAP26	0.00448126349931845
BBX	ANKMY2	0.00447907098575497
ATF6B	ATP5I	0.00447876037822911
ARID3B	ASIC2	0.00447840932751719
AR	BCKDHB	0.00447461853270878
ARID2	ATL3	0.0044743734155664
ATF3	AP4S1	0.00447353172258663
ARID2	B3GALT6	0.00446979877400225
AR	ACTR1B	0.00446883723838044
BACH1	ATP6V1E1	0.0044667784336949
ARNT2	ANXA1	0.00446558057071444
AR	ACAT1	0.00445870444260739
ATF1	AC069277.2	0.00445800972507946
ARID3A	APC	0.00445349317157693
ARID2	AGO3	0.00445185584817242
ATF2	AC007969.5	0.00445013494085595
ARNT2	BBS9	0.00444622090475145
ARNT2	BAG5	0.00444568055980713
BBX	ARMCX1	0.00444250916083207
AR	ARHGAP1	0.00444126703230901
ARNT2	ANKRD35	0.00443307969663708
AR	ARAP1	0.00442998802436758
ARID2	BBS2	0.00442566807958712
ARNT2	APPL1	0.00441689426055017
ARID3B	AC093323.3	0.00441649841202903
ARNT2	ARV1	0.00441376523943368
ARID2	ABCE1	0.00441212651430846
ATF3	ANXA6	0.00441093733254
ARNT2	ARCN1	0.00440773732022428
BBX	AP1M1	0.0043992855903619
ATF6B	AC007969.5	0.00439876136971129
ARID3A	ADAM22	0.00438716354890696
BACH1	ASCC1	0.00437814994566072
BBX	ABHD18	0.00437079112206755
AR	ASXL2	0.0043705715710857
ARID3A	ALKBH3	0.0043686851300957
ATF2	ATP6V1C1	0.00436166655957498
ARNT2	ACYP1	0.00435568376561508
ARNT2	ARIH2	0.00434884116618373
ATF2	AARS2	0.00434360414559986
ARID3B	AC007969.5	0.0043292139444202
ATF1	AC009403.2	0.00432119141167243
ATF2	ADAM22	0.00431654125983494
ATF3	ATG3	0.00431511366497289
ARID3A	AC093375.1	0.00431472297306821
ATF3	ACLY	0.00431351267839751
ARNT2	APEX1	0.00431240787343523
ATF2	AZIN1	0.00430530299342922
ATF3	AIFM1	0.00430447236258248
ARID3B	ATF7IP2	0.00430445897096128
ATF3	AKTIP	0.00430283891657536
ATF2	ARL6IP6	0.0043024550658444
ATF2	ATP5D	0.00430161838264243
ATF3	ARMC1	0.00429745354680008
ATF2	ACBD3	0.0042961882014892
ATF6B	ATR	0.00429348975526178
ARID3B	AMMECR1L	0.00428762421066551
ATF3	ATAD5	0.0042825004199552
ARID3B	ADAMTS8	0.00428014850213738
ARID2	AHCYL1	0.00427692196521745
ARNT2	ARPP19	0.00427637354490672
ARID3B	AP1S2	0.00427340172554166
ATF6B	ASTN1	0.00426903133122819
ARID2	BAP1	0.00426429798669518
AR	AP2S1	0.00425602298372046
ARID3B	BAD	0.00425389471432309
ATF2	ASPM	0.00424624037456765
ARNT2	BCAS2	0.00424046827162065
ARID3A	AHNAK	0.00423348757937553
ARNT2	ADK	0.00423311377986537
ARID3B	APC	0.00423210022313494
ATF3	ARFGAP2	0.00422577063859996
AR	ANKRD16	0.00422299597310269
ATF2	ARL4C	0.00422215567806963
ARNT2	ABTB2	0.00422060565412588
ARNT2	ALG3	0.00421793634254552
ARNT2	ANKRD42	0.00421690207323587
ATF2	ATG7	0.00421359101144546
ARID2	B4GALT4	0.00420792235006251
BBX	ADAMTS13	0.00420394342498654
ATF3	AKR7A2	0.00420094693533378
AR	ANKRD50	0.00419942273306157
ATF6B	ANOS1	0.00419138978198931
ATF1	AKAP11	0.00419078340574623
ATF2	ACYP1	0.00418995427230055
BACH1	ATG7	0.00418919872971042
ATF1	ARID1A	0.00417759001329439
AR	ADD2	0.00417692048562792
ARNT2	AZIN1	0.00416858868609604
ARID3B	AHCYL1	0.00416519639721078
BACH1	ATR	0.0041618424315072
BACH1	AC093375.1	0.00416179347365428
ATF6	ATXN7L2	0.00416079711260775
ATF3	ANAPC4	0.00416030100211969
ATF6B	ARID3A	0.00415548292516797
ARNT2	APPBP2	0.00415435251246751
ARID3A	ABHD11	0.00415349281954637
ATF2	ABHD13	0.00415181799566858
ATF3	AKT2	0.00415086309040311
ARID2	BAG5	0.00414190799553433
ARID2	AP2A1	0.00414143865373454
ATF3	ASRGL1	0.00413985218746419
BACH1	ATL2	0.00413929151056137
ARNT2	ALG5	0.00413816939040519
ATF2	ABHD5	0.0041372639751114
ARNT2	ANAPC13	0.00412609424575563
BACH1	ARHGAP23	0.00412488523772865
ARNT2	BCAT1	0.00412458993198879
ARID2	APC	0.00411895400892721
ATF3	ALAD	0.00411872618760414
AR	AC007566.10	0.00411833743953621
ARID2	AC007405.6	0.00411605243666413
ARID3B	ADD3	0.00411504350812696
ATF6B	ASB6	0.00411308484257174
BACH1	ABHD5	0.00411141276740221
ARID3A	ANKRD54	0.00411039040906459
ARID3A	B3GLCT	0.00411021766120751
ARID3A	ARHGAP23	0.00410943163106568
ATF3	ALG1	0.00410733985260588
ARID3A	APLP1	0.0041029467209284
ATF6B	ANXA7	0.00410080817160425
ATF1	A2ML1-AS1	0.00409703587331177
ARID2	ARL8B	0.00409280043184532
ATF2	ACADM	0.00408884714792774
ATF6B	ADAMTS16	0.00408349281421783
ARID2	ANKRD36C	0.00407934316959576
AR	AGAP1	0.00407777154439685
ATF2	AMBRA1	0.00407248108915847
ATF3	ABHD3	0.00407156936151417
ARID3B	ANOS2P	0.00406800013223512
ATF3	ARMCX3	0.00406270637755923
ATF6B	ATP5SL	0.00406247810538504
ARNT2	AHCTF1	0.0040510167280703
ARNT2	ARMCX3	0.00405009181080702
ATF6B	ARL6	0.00404544212704059
BACH1	B4GAT1	0.00404250894198795
ATF6B	ATRN	0.00403747051163685
ATF3	ATPAF1	0.00403416178897669
ATF6B	B3GAT1	0.00402992085471338
ARID3B	AP000688.29	0.00402676568111237
ATF6B	ABHD11	0.00402411306135606
ATF3	ARSK	0.00402107997958522
AR	ANOS1	0.00401810168921846
AR	ARMC10	0.00401316835274276
ARNT2	ATXN10	0.00401273637447981
ATF6B	AKR7A2	0.00400504829499023
ATF6	ARMCX1	0.00400208107286079
ATF1	BBS9	0.00399400823666348
ARNT2	AK4	0.0039918098047424
AR	ASTN2	0.00399055548920371
ARNT2	ACTR6	0.00398932601366986
ATF3	AURKB	0.0039890505631773
AR	ARL15	0.0039862175172254
ATF3	APBB2	0.00398532572468361
ARID3A	AKAP13	0.00398476531193942
ARID3A	ABL1	0.00398170333591601
ARID3A	ARIH1	0.00397922862198392
BACH1	ANXA3	0.00397606025809129
AR	APH1B	0.00397544893422487
BACH1	ANKRD10	0.00397367025336687
ATF6B	ANAPC15	0.0039734878843576
ARNT2	ANKRD13C	0.003972233849488
ARNT2	ASIC2	0.00397222265656619
ARNT2	ACTR3B	0.00396884932311216
BBX	ART5	0.00396845447633399
ATF3	B3GALT6	0.00396332683339395
ARID3B	ALG2	0.00396154958528862
ATF2	ACTC1	0.0039605514127719
ARID3A	AP1G1	0.00395246745582539
ATF6B	ANXA4	0.00393688785244562
ARID3B	ASTN1	0.00393227352427731
ARNT2	AKAP1	0.00393067800772394
BACH1	AC004453.8	0.00392187614752123
ARID2	B3GALT1	0.00392079044637333
ATF2	AC093323.3	0.00391682313783733
ARID3A	A2ML1-AS1	0.00391435509471783
ARID2	ADCY1	0.00391363203440109
ARNT2	AGAP6	0.00391245864659412
ARID2	ANKS1B	0.00391091355870802
ATF6B	AADAT	0.00390659574832257
ATF6B	ATG10	0.00390620128146333
ATF3	ACTR2	0.00390030525270452
BACH1	ALKBH2	0.0038996809143126
ATF3	ACP2	0.00389807521178457
ATF6B	AEN	0.00389806358832787
ATF3	AGPAT1	0.00389180967114065
BACH1	ACTL6A	0.00388648811889982
ARNT2	ANKRD17	0.00387905925449144
ATF2	ADAM12	0.00387883834639358
ATF3	ARHGDIA	0.00387752551734776
AR	ARMCX4	0.00387609703371759
ARID2	ANAPC1	0.00387212698264044
ATF2	ATXN7L3B	0.00387180143444466
ATF3	ARNT2	0.0038664673419894
BACH1	ABCF1	0.00386489040167702
ARID3B	ACTR10	0.00386428891177287
ATF3	AGAP6	0.00386184826260955
ARID3B	AK4	0.00386053410701714
ARID2	ALKBH3	0.0038585130202039
ATF6B	ATF1	0.00385606662448635
ARNT2	B4GALNT4	0.00385202636252067
ATF6B	ACD	0.00385176306163961
ARNT2	BAZ2B	0.00384495248758457
ARID2	ALDH1B1	0.00383674387783079
ARID3B	AGL	0.00383603135927082
ARID2	ANKS1A	0.0038298227709523
ARID3B	AAMDC	0.00382575475886276
ARID3B	ATXN2	0.00382325449754994
ATF3	ACOT7	0.00382008630829287
ATF6B	BCAS3	0.00381918658643387
ATF3	BASP1	0.00381904069473892
BACH1	AIP	0.00381711785305226
ATF6B	ADSL	0.00381683747860104
ATF1	AIFM2	0.00381255141429548
ARNT2	ABHD3	0.00381165088281592
ARNT2	ACACB	0.00381069518133142
ATF6B	BBS7	0.00380941704372011
ATF1	ATG10	0.00380884055901329
BACH1	ASPM	0.00380642189164735
ARID3A	AIF1	0.00380467383809075
ATF2	ATP2B4	0.00379964936018346
ARNT2	BCAP29	0.00379759448754863
BACH1	AGPAT4	0.00379417528812472
AR	ANKRD28	0.00379154249520194
ATF6B	ABI2	0.00378452598664174
ARID3B	AARS2	0.00377353292193841
BACH1	AC022182.2	0.00376927234635927
ARID3A	AKAP11	0.00376523160068548
ATF2	AEBP1	0.00376247481786698
ATF2	AC022182.2	0.00376174943255354
ARNT2	AHSA1	0.00375929917782194
AR	AEBP1	0.0037587007388823
ARID2	AC009245.3	0.00375139545480164
ATF2	ACSL4	0.00375099625096125
AR	AXL	0.00375092393638169
ATF1	AIP	0.00375069223024425
ATF6B	AGPS	0.00374708528531264
BBX	AAAS	0.003743702810656
ARID2	AEBP2	0.00373553608719286
ATF3	ACTR3B	0.00373339698306086
BACH1	ATP5I	0.00372614732979639
ARID2	ARIH1	0.00372029171356517
ATF6B	ABTB2	0.00372004101644846
ATF3	ATIC	0.00371941515964105
ATF6B	AC013461.1	0.00371799007132858
ATF3	ABT1	0.00371594728526253
BACH1	ABHD11	0.00371212383080683
ARID3B	ASXL2	0.00371199078171472
ARID3A	ATRAID	0.00370772208692247
ATF2	ARID2	0.0037069372355631
ARNT2	ARMC1	0.00370312369188455
AR	ASIC2	0.00369201205160303
ATF6	BCAT2	0.00369150116996388
ARID3A	ACSL4	0.00367954512935949
AR	API5	0.00367692665914442
ATF6B	ANKRD54	0.00367389467287916
ATF2	ATOX1	0.00366993479792955
ARID3A	ASB6	0.00366835757993512
ARID2	ASCC1	0.00366573758046305
ATF3	ARMCX1	0.00366270953335815
ARID3B	AKAP11	0.0036600166328898
ARNT2	ACVR2B	0.00365993804016261
ARID3A	AC004453.8	0.00365482536982205
ARNT2	ARHGEF10	0.00365240176064309
ARID2	ATXN3	0.00365041278373433
ARID2	AC093375.1	0.00364787360966235
ARNT2	AKT2	0.00364748662715199
ARID3B	ATXN7L3B	0.00364528831173427
ATF6B	ALG14	0.00364177402819462
ATF1	ANKRD36	0.00363152030048741
AR	ACOXL	0.00363142889224819
BBX	ACTR5	0.00362897246223347
AR	AMBP	0.00362878964353803
ARID2	ABL1	0.00362878446051354
ATF6B	ADGRB1	0.00362810277826748
ATF6B	ANO5	0.00362469663993639
ARID2	AIFM2	0.00362191326551039
ATF2	APC	0.00362128875807677
ARID2	ARFIP1	0.00361337804926682
ARID2	BCAS3	0.00360824248123807
ARNT2	ANKS3	0.00360113665656481
ATF2	ANKRD28	0.00359608151419075
ATF3	AP000769.1	0.00359569499164529
ATF3	AUH	0.00359476571527989
ARID3B	ARL6IP6	0.0035947020472402
ARID3B	B2M	0.00359258819896584
ARID2	AP1G1	0.00359163017962913
ARID2	ANKRD37	0.00358926934440559
AR	BBS2	0.00358750774573971
ATF1	AASDH	0.00358626678369717
ARID3B	ACTA1	0.00358590094596557
ARNT2	BBS4	0.00357890384688854
AR	ATG16L1	0.00357536730115072
BACH1	ASTN1	0.00357471702437092
ATF2	ARHGAP10	0.00356997749507181
ARID2	AMT	0.00356956358051066
ATF6B	AP4M1	0.00356754721689278
ATF6B	ATG7	0.00356658366222028
ATF2	ANO9	0.00356596122299779
ARID2	AKAP13	0.00356416979323652
ATF2	B4GALT5	0.00356297160240786
ARID3B	ARIH1	0.00356198784958659
AR	ANKRD18B	0.00355791175503625
AR	ARFGAP3	0.00355537975414769
ATF2	ABCC1	0.00355228974011762
ATF6B	ABCC1	0.00354760741844359
ARID2	AP1B1	0.00354551731383143
ARID3A	ADGRB1	0.00354344035691606
ARID2	AKIRIN1	0.00354211362089397
ATF2	ALDH1A1	0.00354013065286945
ARID3B	APTX	0.00353955573208288
ATF6B	ATP2A2	0.00353777185478006
ATF2	ARHGEF12	0.00353609706438669
BACH1	ACTR5	0.00353379230791204
ARID3B	ALDH1A1	0.00353141087001296
ATF3	ACADM	0.00353124315952641
ATF3	ATP5G3	0.00352913077034853
ATF2	B3GALT1	0.00352838684139818
BBX	ADCY1	0.00352658529846446
ATF1	AGA	0.00352487884203046
BBX	ANKS1A	0.00352382024700048
ARID2	ARMCX4	0.0035223475168158
AR	AMMECR1L	0.00352187265985728
ATF6B	AIFM2	0.0035208353518425
ATF2	AKAP10	0.00351495997879789
ARNT2	ACLY	0.00351412464267793
ATF6B	AP1AR	0.00351399668156613
ATF6B	ARFGAP3	0.00351202751338804
AR	ACTR5	0.0035116601810704
